snapshot_date,feature_id,feature_title,hu_total,hu_done,hu_active,hu_todo,pct_done,wip_hu,blocked_hu,aging_days,eternal_90_flag,no_active_hu_flag
2026-05-13,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-13,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-13,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-13,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,211.0,False,False
2026-05-13,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,82.0,False,False
2026-05-13,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-13,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,133.0,False,True
2026-05-13,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,133.0,False,False
2026-05-13,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,133.0,False,True
2026-05-13,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-13,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-13,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-13,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-13,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-13,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-13,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-13,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-13,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-13,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-13,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,2,2,0.1,2,0,21.0,False,False
2026-05-13,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,21.0,False,True
2026-05-13,54085.0,Migración - Palmira Predial LO 2024,13,3,0,3,0.23,0,0,60.0,False,True
2026-05-14,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-14,47109.0,Migración - Migrar Tributo Predial - Popayán,16,10,0,0,0.62,0,0,134.0,False,True
2026-05-14,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-14,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-14,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-14,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,212.0,False,False
2026-05-14,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,83.0,False,False
2026-05-14,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-14,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,134.0,False,True
2026-05-14,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,134.0,False,False
2026-05-14,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,134.0,False,True
2026-05-14,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-14,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-14,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-14,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-14,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-14,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-14,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-14,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-14,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-14,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-14,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,2,2,0.1,2,0,22.0,False,False
2026-05-14,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,22.0,False,True
2026-05-14,54085.0,Migración - Palmira Predial LO 2024 y otros,14,3,1,3,0.21,1,0,61.0,False,False
2026-05-15,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-15,47109.0,Migración - Migrar Tributo Predial - Popayán,17,10,1,0,0.59,1,0,135.0,False,False
2026-05-15,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-15,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-15,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-15,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,213.0,False,False
2026-05-15,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,84.0,False,False
2026-05-15,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-15,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,135.0,False,True
2026-05-15,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,135.0,False,False
2026-05-15,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,135.0,False,True
2026-05-15,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-15,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-15,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-15,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-15,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-15,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-15,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-15,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-15,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-15,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-15,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,3,2,0.1,3,0,23.0,False,False
2026-05-15,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,23.0,False,True
2026-05-15,54085.0,Migración - Palmira Predial LO 2024 y otros,14,3,2,3,0.21,2,0,62.0,False,False
2026-05-15,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-16,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-16,47109.0,Migración - Migrar Tributo Predial - Popayán,17,10,1,0,0.59,1,0,136.0,False,False
2026-05-16,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-16,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-16,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-16,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,214.0,False,False
2026-05-16,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,85.0,False,False
2026-05-16,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-16,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,136.0,False,True
2026-05-16,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,136.0,False,False
2026-05-16,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,136.0,False,True
2026-05-16,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-16,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-16,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-16,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-16,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-16,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-16,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-16,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-16,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-16,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-16,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,3,2,0.1,3,0,24.0,False,False
2026-05-16,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,24.0,False,True
2026-05-16,54085.0,Migración - Palmira Predial LO 2024 y otros,14,3,2,3,0.21,2,0,63.0,False,False
2026-05-16,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-17,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-17,47109.0,Migración - Migrar Tributo Predial - Popayán,17,10,1,0,0.59,1,0,137.0,False,False
2026-05-17,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-17,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-17,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-17,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,215.0,False,False
2026-05-17,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,86.0,False,False
2026-05-17,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-17,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,137.0,False,True
2026-05-17,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,137.0,False,False
2026-05-17,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,137.0,False,True
2026-05-17,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-17,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-17,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-17,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-17,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-17,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-17,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-17,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-17,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-17,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-17,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,3,2,0.1,3,0,25.0,False,False
2026-05-17,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,25.0,False,True
2026-05-17,54085.0,Migración - Palmira Predial LO 2024 y otros,14,3,2,3,0.21,2,0,64.0,False,False
2026-05-17,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-18,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-18,47109.0,Migración - Migrar Tributo Predial - Popayán,17,10,1,0,0.59,1,0,138.0,False,False
2026-05-18,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-18,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-18,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-18,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,216.0,False,False
2026-05-18,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,87.0,False,False
2026-05-18,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-18,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,138.0,False,True
2026-05-18,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,138.0,False,False
2026-05-18,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,138.0,False,True
2026-05-18,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-18,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-18,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-18,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-18,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-18,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-18,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-18,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-18,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-18,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-18,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,3,2,0.1,3,0,26.0,False,False
2026-05-18,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,26.0,False,True
2026-05-18,54085.0,Migración - Palmira Predial LO 2024 y otros,14,3,2,3,0.21,2,0,65.0,False,False
2026-05-18,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-19,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-19,47109.0,Migración - Migrar Tributo Predial - Popayán,17,10,1,0,0.59,1,0,139.0,False,False
2026-05-19,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-19,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-19,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-19,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,217.0,False,False
2026-05-19,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,88.0,False,False
2026-05-19,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-19,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,139.0,False,True
2026-05-19,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,139.0,False,False
2026-05-19,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,139.0,False,True
2026-05-19,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-19,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-19,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-19,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-19,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-19,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-19,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-19,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-19,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-19,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-19,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,3,2,0.1,3,0,27.0,False,False
2026-05-19,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,27.0,False,True
2026-05-19,54085.0,Migración - Palmira Predial LO 2024 y otros,14,3,2,3,0.21,2,0,66.0,False,False
2026-05-19,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-20,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-20,47109.0,Migración - Migrar Tributo Predial - Popayán,17,11,0,0,0.65,0,0,140.0,False,True
2026-05-20,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-20,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-20,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-20,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,218.0,False,False
2026-05-20,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,89.0,False,False
2026-05-20,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-20,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,140.0,False,True
2026-05-20,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,140.0,False,False
2026-05-20,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,140.0,False,True
2026-05-20,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-20,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-20,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-20,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-20,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-20,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-20,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-20,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-20,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-20,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-20,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,3,2,0.1,3,0,28.0,False,False
2026-05-20,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,28.0,False,True
2026-05-20,54085.0,"Migración - Palmira Predial LO 2024, 2025 y otros",17,9,1,5,0.53,1,0,67.0,False,False
2026-05-20,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-21,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-21,47109.0,Migración - Migrar Tributo Predial - Popayán,17,11,0,0,0.65,0,0,141.0,False,True
2026-05-21,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-21,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-21,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-21,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,219.0,False,False
2026-05-21,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,90.0,False,False
2026-05-21,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-21,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,141.0,False,True
2026-05-21,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,141.0,False,False
2026-05-21,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,141.0,False,True
2026-05-21,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-21,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-21,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-21,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-21,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-21,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-21,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-21,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-21,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-21,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-21,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,2,2,0.1,2,0,29.0,False,False
2026-05-21,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,29.0,False,True
2026-05-21,54085.0,"Migración - Palmira Predial LO 2024, 2025 y otros",16,9,3,2,0.56,3,0,68.0,False,False
2026-05-21,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-22,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-22,47109.0,Migración - Migrar Tributo Predial - Popayán,17,11,0,0,0.65,0,0,142.0,False,True
2026-05-22,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-22,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-22,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-22,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,220.0,False,False
2026-05-22,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,91.0,False,False
2026-05-22,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
2026-05-22,50615.0,Migración - Cargar documentos PDF y asociarlos a registros de Predial Popayán,8,6,0,0,0.75,0,0,142.0,False,True
2026-05-22,50651.0,Migración - Migrar tributo ICA - Popayán,8,2,1,0,0.25,1,0,142.0,False,False
2026-05-22,50655.0,Migración - Cargar documentos PDF y asociarlos a registros de ICA Popayán,2,0,0,0,0.0,0,0,142.0,False,True
2026-05-22,53309.0,Automatización de Infraestructura,8,6,1,1,0.75,1,0,,False,False
2026-05-22,53311.0,Editor del Prompts,4,2,1,1,0.5,1,0,,False,False
2026-05-22,53313.0,Sandbox de Pruebas (Testing),3,0,0,3,0.0,0,0,,False,True
2026-05-22,53530.0,Auditoría Atlas,5,0,2,3,0.0,2,0,,False,False
2026-05-22,53531.0,Calculadora Pre-ejecución,1,0,0,1,0.0,0,0,,False,True
2026-05-22,53537.0,Gestión de Fuentes (Inputs),3,0,1,2,0.0,1,0,,False,False
2026-05-22,53539.0,Calendarizar Ejecuciones,1,0,0,1,0.0,0,0,,False,True
2026-05-22,53541.0,Calculadora Pre-ejecución,2,0,0,2,0.0,0,0,,False,True
2026-05-22,53542.0,Gestión de Errores Inteligente,3,0,0,3,0.0,0,0,,False,True
2026-05-22,53549.0,Reprocesamiento,1,0,0,1,0.0,0,0,,False,True
2026-05-22,53695.0,Migración  - Migrar datos Circulación y Transito,10,1,2,2,0.1,2,0,30.0,False,False
2026-05-22,53696.0,Migración - Migrar Multas de Transito,6,2,0,1,0.33,0,0,30.0,False,True
2026-05-22,54085.0,"Migración - Palmira Predial LO 2024, 2025 y otros",16,9,3,2,0.56,3,0,69.0,False,False
2026-05-22,56755.0,Migración - Mejora continua,2,0,0,2,0.0,0,0,,False,True
2026-05-23,47100.0,Migración - Migrar Tributo Predial - Ibague,6,0,0,6,0.0,0,0,,False,True
2026-05-23,47109.0,Migración - Migrar Tributo Predial - Popayán,17,11,0,0,0.65,0,0,143.0,False,True
2026-05-23,47172.0,Migración - Cargar documentos PDF y asociarlos a registros de Multas de Policia,3,0,0,3,0.0,0,0,,False,True
2026-05-23,47406.0,Migración - Cargar documentos PDFs y asociarlos a registros  de Circulación y Tránsito,2,0,0,2,0.0,0,0,,False,True
2026-05-23,47410.0,Migración - Cargar documentos PDFs y asociarlos a registros de Multas de Tránsito,3,0,0,3,0.0,0,0,,False,True
2026-05-23,47502.0,Implementar MVP - Automatización de Digitalización de Expedientes - Popayán,4,4,0,0,1.0,0,0,221.0,False,False
2026-05-23,47503.0,Implementar MVP automatización de digitalización y clasificación de documentos,15,11,4,0,0.73,4,1,92.0,False,False
2026-05-23,47504.0,Implementar MVP automatización de diligenciamiento de matrices,2,1,1,0,0.5,1,1,,False,False
